hex_id,data_year,n_properties,n_submitted,n_not_submitted,site_energy_kbtu,ghg_tco2e,area_sqmi,kbtu_per_sqmi
r1698c876,2022,1,1,0,11750602,822.1,0.0535,219638773.5
r1698c878,2022,1,1,0,2690233,189.9,0.0535,50285038.7
r1698c880,2022,1,1,0,2742367,235.5,0.0535,51259512
r1698c883,2022,1,1,0,7718909,555.2,0.0535,144279561.7
r1698c884,2022,1,1,0,6206368,576.1,0.0535,116007593.1
r1698c886,2022,4,3,1,17030715,1385.3,0.0535,318333082.4
r1698c888,2022,3,1,2,4032811,262.8,0.0535,75380109.2
r1698c889,2022,3,2,0,6122924,510.2,0.0535,114447882.6
r1698c890,2022,2,1,1,24563970,2196,0.0535,459142454.5
r1698c891,2022,6,5,1,79103926,7469.4,0.0535,1478587164.0999999
r1698c892,2022,4,3,1,77665646,5545.5,0.0535,1451703260.2
r1699c852,2022,1,1,0,11437191,1070.7,0.0535,213780587.9
r1699c866,2022,1,1,0,7081034,558.6,0.0535,132356591
r1699c869,2022,1,0,1,,,0.0535,
r1699c873,2022,1,1,0,11061913,802.6,0.0535,206766002.6
r1699c876,2022,1,0,1,,,0.0535,
r1699c878,2022,2,1,1,20723216,1514.6,0.0535,387352217.9
r1699c879,2022,1,0,1,,,0.0535,
r1699c883,2022,1,1,0,,,0.0535,
r1699c885,2022,1,1,0,7168959,443.5,0.0535,134000059.1
r1699c887,2022,1,1,0,4799645,381.5,0.0535,89713543.3
r1699c888,2022,1,1,0,3656448,232.8,0.0535,68345243.4
r1699c889,2022,5,3,2,16380648,1200.1,0.0535,306182222.5
r1699c890,2022,11,7,4,49176883,3624,0.0535,919199737
r1699c891,2022,8,3,4,79206300,5468.2,0.0535,1480500708.5999999
r1700c867,2022,2,2,0,6424718,396.9,0.0535,120088926.7
r1700c868,2022,1,0,1,,,0.0535,
r1700c869,2022,1,0,1,,,0.0535,
r1700c873,2022,1,1,0,7018189,474.6,0.0535,131181910.9
r1700c876,2022,2,2,0,15349077,1029.7,0.0535,286900402.8
r1700c878,2022,1,1,0,8892722,669.9,0.0535,166220126.7
r1700c879,2022,3,3,0,16370685,1349.1,0.0535,305995997.1
r1700c882,2022,2,1,1,1677641,160.2,0.0535,31357968.9
r1700c886,2022,3,2,1,21865668,1697.5,0.0535,408706592.4
r1700c887,2022,1,1,0,41908327,3607.4,0.0535,783338040.3
r1700c888,2022,1,0,1,,,0.0535,
r1700c889,2022,1,1,0,2950737,287.7,0.0535,55154302.4
r1700c890,2022,3,2,0,47804013,3586.8,0.0535,893538457.4
r1700c891,2022,7,5,2,76417204,5431.7,0.0535,1428367752
r1700c892,2022,1,1,0,7080282,475.3,0.0535,132342534.9
r1701c838,2022,1,1,0,52201339,4832.3,0.0535,975731973.1
r1701c851,2022,1,1,0,7156346,770,0.0535,133764300.6
r1701c858,2022,1,1,0,31402326,2885.9,0.0535,586962980.2
r1701c859,2022,1,0,1,,,0.0535,
r1701c869,2022,1,1,0,10958616,706,0.0535,204835205.7
r1701c871,2022,1,0,1,,,0.0535,
r1701c875,2022,2,2,0,8285415,643.3,0.0535,154868524.1
r1701c878,2022,2,2,0,19771179,1561.6,0.0535,369557024.1
r1701c879,2022,2,2,0,12728919,1214.1,0.0535,237925185.2
r1701c887,2022,3,1,2,,,0.0535,
r1701c888,2022,1,1,0,5381645,349.4,0.0535,100592115
r1701c889,2022,3,2,1,13600246,1173.7,0.0535,254211771.5
r1701c890,2022,5,4,1,36422380,3023,0.0535,680796343.2
r1701c891,2022,7,5,2,62067936,4308.6,0.0535,1160155483
r1702c852,2022,7,1,6,1983549,261.3,0.0535,37075910.6
r1702c853,2022,2,0,2,,,0.0535,
r1702c859,2022,1,1,0,15194206,1456.5,0.0535,284005599.9
r1702c860,2022,1,1,0,4925836,373.4,0.0535,92072268.1
r1702c861,2022,1,1,0,7926109,669.6,0.0535,148152482.7
r1702c872,2022,1,1,0,6334526,834.3,0.0535,118403084.5
r1702c875,2022,1,1,0,9515756,1074.3,0.0535,177865693.8
r1702c876,2022,1,0,1,,,0.0535,
r1702c878,2022,1,0,1,,,0.0535,
r1702c879,2022,2,2,0,27277228,2282.6,0.0535,509857869.7
r1702c881,2022,1,1,0,13332479,1321.8,0.0535,249206750.1
r1702c882,2022,3,3,0,175057768,16611.9,0.0535,3272127969.3000002
r1702c883,2022,1,0,1,,,0.0535,
r1702c885,2022,2,2,0,29278396,2199.8,0.0535,547263109.4
r1702c886,2022,1,1,0,4516801,281.7,0.0535,84426707
r1702c887,2022,1,0,1,,,0.0535,
r1702c888,2022,1,1,0,7019606,472.7,0.0535,131208397
r1702c890,2022,5,4,1,27893315,2018.8,0.0535,521373585.5
r1702c891,2022,9,7,2,71694630,6144.4,0.0535,1340094797
r1703c850,2022,1,1,0,6568799,471.9,0.0535,122782046.1
r1703c851,2022,4,4,0,103042519,7192.7,0.0535,1926040256.9000001
r1703c852,2022,3,1,0,3904236,269.5,0.0535,72976823.4
r1703c857,2022,1,1,0,6206717,492.2,0.0535,116014116.5
r1703c865,2022,1,1,0,6422895,465.2,0.0535,120054851.7
r1703c867,2022,1,1,0,7055161,615.1,0.0535,131872980.6
r1703c869,2022,1,0,1,,,0.0535,
r1703c877,2022,1,1,0,16751371,2206.4,0.0535,313111667.1
r1703c882,2022,1,1,0,4262497,282.4,0.0535,79673331.9
r1703c883,2022,1,1,0,11849824,826.6,0.0535,221493401.8
r1703c885,2022,1,0,1,,,0.0535,
r1703c886,2022,1,1,0,1816773,146.8,0.0535,33958583
r1703c888,2022,1,0,1,,,0.0535,
r1703c890,2022,7,3,4,66653276,5673.5,0.0535,1245863300.7
r1704c851,2022,2,2,0,57971834,7574.1,0.0535,1083592357.0999999
r1704c852,2022,6,5,1,89772159,10434,0.0535,1677994616.8
r1704c853,2022,1,1,0,8855208,605.6,0.0535,165518926.1
r1704c865,2022,1,1,0,5045942,510.9,0.0535,94317253.9
r1704c876,2022,2,2,0,6256258,454.5,0.0535,116940122.2
r1704c879,2022,2,1,1,8813674,740,0.0535,164742584.9
r1704c880,2022,1,1,0,31456829,2673.4,0.0535,587981734.1
r1704c888,2022,1,1,0,11917444,1007,0.0535,222757334.8
r1704c890,2022,10,8,2,52030161,4048.3,0.0535,972532364.6
r1704c891,2022,3,3,0,122063489,8353.5,0.0535,2281574596.5
r1705c851,2022,3,3,0,59606749,6208.3,0.0535,1114151704.3
r1705c852,2022,1,1,0,10155815,1337.7,0.0535,189829487.1
r1705c854,2022,1,1,0,22474219,2162.2,0.0535,420081447.5
r1705c858,2022,1,1,0,6215292,591,0.0535,116174397.9
r1705c862,2022,1,1,0,23561527,2110.6,0.0535,440405086.7
r1705c875,2022,5,5,0,43279557,3882,0.0535,808968665.5
r1705c880,2022,1,1,0,8174279,605.4,0.0535,152791202.9
r1705c887,2022,2,1,1,,,0.0535,
r1705c889,2022,1,1,0,13119709,845.6,0.0535,245229716.2
r1705c890,2022,15,12,3,226537729,15365.9,0.0535,4234376158.4000001
r1706c851,2022,1,1,0,8485145,1117.6,0.0535,158601818.1
r1706c858,2022,2,2,0,268135050,21281.8,0.0535,5011900966.6000004
r1706c860,2022,1,1,0,4311153,416.5,0.0535,80582795.5
r1706c862,2022,1,1,0,17156879,1385.4,0.0535,320691302.6
r1706c871,2022,1,0,1,,,0.0535,
r1706c880,2022,1,0,1,,,0.0535,
r1706c881,2022,1,1,0,15644393,1277.8,0.0535,292420362.1
r1706c887,2022,2,0,2,,,0.0535,
r1706c888,2022,1,1,0,38835760,2852.5,0.0535,725906527.6
r1706c889,2022,1,0,1,,,0.0535,
r1706c890,2022,7,4,3,37691191,2890.4,0.0535,704512582.8
r1706c891,2022,5,4,1,91612464,7711.9,0.0535,1712393053
r1707c857,2022,1,1,0,17726823,1296.7,0.0535,331344527.1
r1707c858,2022,1,1,0,37925853,2819.8,0.0535,708898815.4
r1707c871,2022,2,2,0,29678516,2733.5,0.0535,554742034
r1707c875,2022,1,1,0,9851804,676.5,0.0535,184147003.5
r1707c877,2022,1,0,1,,,0.0535,
r1707c881,2022,1,1,0,14858625,1135.4,0.0535,277733019.2
r1707c884,2022,1,1,0,14764256,1427.1,0.0535,275969101.8
r1707c885,2022,2,1,1,6824155,467.5,0.0535,127555084.8
r1707c886,2022,3,3,0,25160468,1829.4,0.0535,470292018.5
r1707c887,2022,2,1,1,3051088,215.8,0.0535,57030033.5
r1707c888,2022,1,0,1,,,0.0535,
r1707c889,2022,3,2,1,17540457,1674.3,0.0535,327861029
r1707c890,2022,11,8,2,123222816,13765.6,0.0535,2303244393.5
r1708c842,2022,1,1,0,16084969,1659.4,0.0535,300655478.2
r1708c858,2022,1,1,0,4437074,386.3,0.0535,82936473.5
r1708c862,2022,1,1,0,7838953,597.2,0.0535,146523388.6
r1708c863,2022,1,0,1,,,0.0535,
r1708c871,2022,2,0,2,,,0.0535,
r1708c878,2022,1,1,0,9650940,873.2,0.0535,180392513.1
r1708c879,2022,2,0,2,,,0.0535,
r1708c884,2022,1,1,0,4748208,352.6,0.0535,88752098.1
r1708c885,2022,2,2,0,41752053,2790.6,0.0535,780417013
r1708c886,2022,2,2,0,85523717,6791.8,0.0535,1598583996.8
r1708c887,2022,1,1,0,11553951,639.3,0.0535,215963031.3
r1708c888,2022,1,1,0,11241533,874.8,0.0535,210123406.5
r1708c889,2022,2,2,0,8989496,700.9,0.0535,168028997.7
r1708c890,2022,12,9,3,104903031,7705.5,0.0535,1960816396.3
r1708c891,2022,3,3,0,75373255,5370.3,0.0535,1408854566.4000001
r1709c868,2022,1,1,0,5140554,402,0.0535,96085713.4
r1709c875,2022,2,0,2,,,0.0535,
r1709c881,2022,1,0,1,,,0.0535,
r1709c889,2022,6,4,2,37637294,3025.5,0.0535,703505156
r1709c890,2022,9,5,4,78374680,5430,0.0535,1464956313.8
r1710c859,2022,1,1,0,4868981,323.9,0.0535,91009551.3
r1710c886,2022,1,1,0,11703394,810.5,0.0535,218756375.6
r1710c889,2022,4,1,3,10429704,947.4,0.0535,194948939.2
r1710c890,2022,10,1,9,6046552,398.5,0.0535,113020359.8
r1711c858,2022,1,1,0,5822317,523.7,0.0535,108829025.5
r1711c879,2022,1,1,0,6977119,699.7,0.0535,130414242.6
r1711c881,2022,1,1,0,8530902,575.7,0.0535,159457094.4
r1711c886,2022,1,0,1,,,0.0535,
r1711c887,2022,2,2,0,28532627,2001.6,0.0535,533323416.1
r1711c889,2022,4,0,4,,,0.0535,
r1712c837,2022,1,1,0,13339583,1610.3,0.0535,249339535.9
r1712c865,2022,1,0,1,,,0.0535,
r1712c879,2022,2,2,0,52968312,3809.6,0.0535,990068005.3
r1712c880,2022,1,1,0,14514060,1242.2,0.0535,271292512.3
r1712c881,2022,1,1,0,8307350,572.4,0.0535,155278526.6
r1712c883,2022,1,0,1,,,0.0535,
r1712c884,2022,2,1,1,4019693,240,0.0535,75134911.4
r1712c885,2022,1,0,1,,,0.0535,
r1712c886,2022,2,2,0,14354865,867.6,0.0535,268316886.5
r1712c887,2022,3,3,0,21162075,1513.4,0.0535,395555240.3
r1712c888,2022,2,2,0,12884801,795.9,0.0535,240838885.4
r1712c889,2022,6,5,1,32801757,2253.4,0.0535,613120730.1
r1713c879,2022,4,4,0,110133550,7542.3,0.0535,2058583708.9000001
r1713c882,2022,2,2,0,20134063,1134.1,0.0535,376339944.4
r1713c884,2022,1,1,0,13616737,1166.8,0.0535,254520016.4
r1713c885,2022,1,0,1,,,0.0535,
r1713c887,2022,1,0,0,,,0.0535,
r1713c888,2022,10,8,2,58099301,3852.9,0.0535,1085974932.5999999
r1713c889,2022,4,3,1,19332873,1208.4,0.0535,361364338.1
r1714c858,2022,1,0,1,,,0.0535,
r1714c880,2022,1,1,0,18679693,1382.1,0.0535,349155291
r1714c883,2022,2,1,1,12801773,1082.9,0.0535,239286950.6
r1714c885,2022,2,1,1,4071997,255,0.0535,76112562.3
r1714c887,2022,1,1,0,4641764,271.2,0.0535,86762478.4
r1714c888,2022,1,0,1,,,0.0535,
r1714c889,2022,1,1,0,6065461,383.2,0.0535,113373801.2
r1715c881,2022,1,1,0,8182858,599.9,0.0535,152951559
r1715c884,2022,2,2,0,27559253,1750,0.0535,515129397.5
r1715c885,2022,2,1,1,6147654,478.7,0.0535,114910128.4
r1715c886,2022,3,2,1,23453998,2331.5,0.0535,438395186.5
r1715c887,2022,3,0,3,,,0.0535,
r1715c888,2022,5,3,2,16514302,1290.5,0.0535,308680443.5
r1716c883,2022,2,1,1,4263899,481.1,0.0535,79699537.7
r1716c886,2022,1,1,0,3772203,315.7,0.0535,70508901.6
r1716c887,2022,5,3,1,28510768,2718.7,0.0535,532914834.1
r1716c888,2022,3,1,2,4415513,292.5,0.0535,82533461.7
r1717c886,2022,1,0,1,,,0.0535,
r1717c887,2022,2,1,1,2552626,277.7,0.0535,47712929.4
