hex_id,data_year,n_properties,n_submitted,n_not_submitted,site_energy_kbtu,ghg_tco2e,area_sqmi,kbtu_per_sqmi
r1598c915,2022,1,1,0,6775914,488.8,0.0535,126653378.3
r1599c902,2022,1,0,0,,,0.0535,
r1599c914,2022,1,1,0,7073030,517.8,0.0535,132206982.6
r1600c904,2022,1,0,0,,,0.0535,
r1600c913,2022,1,0,1,,,0.0535,
r1601c902,2022,1,1,0,157235860,11050.6,0.0535,2939006141.5999999
r1604c896,2022,1,0,0,,,0.0535,
r1604c898,2022,1,0,0,,,0.0535,
r1605c899,2022,1,1,0,12996056,781.1,0.0535,242918431
r1606c894,2022,1,1,0,2898842,256.6,0.0535,54184296.4
r1606c895,2022,1,0,1,,,0.0535,
r1607c889,2022,1,1,0,8415634,802.5,0.0535,157302539.1
r1607c891,2022,1,1,0,23977255,1999.2,0.0535,448175751.4
r1608c889,2022,2,1,1,19335791,1739,0.0535,361418880.5
r1608c893,2022,1,1,0,2340325,277.4,0.0535,43744662
r1608c915,2022,1,1,0,16582265,1598.4,0.0535,309950787.8
r1609c876,2022,1,1,0,16018700,1245.1,0.0535,299416797.7
r1609c877,2022,1,1,0,27229300,1948.4,0.0535,508962013.7
r1609c885,2022,1,0,1,,,0.0535,
r1609c886,2022,1,1,0,13941476,1008.6,0.0535,260589941.7
r1609c891,2022,1,0,0,,,0.0535,
r1609c893,2022,2,0,0,,,0.0535,
r1609c895,2022,1,1,0,10232919,824.3,0.0535,191270692.2
r1609c897,2022,1,0,1,,,0.0535,
r1609c898,2022,1,0,0,,,0.0535,
r1610c878,2022,1,1,0,21358409,1976.8,0.0535,399225057.3
r1610c886,2022,1,1,0,11364695,1496.9,0.0535,212425514.1
r1610c888,2022,1,1,0,5140572,346.1,0.0535,96086049.8
r1610c895,2022,1,0,0,,,0.0535,
r1610c901,2022,1,0,0,,,0.0535,
r1610c915,2022,1,1,0,25327024,1884.8,0.0535,473405233.9
r1611c888,2022,1,1,0,12666399,1202.5,0.0535,236756579.9
r1611c890,2022,1,0,0,,,0.0535,
r1611c901,2022,1,1,0,5345709,500.2,0.0535,99920409.9
r1612c881,2022,1,1,0,7980515,645,0.0535,149169423.6
r1612c886,2022,1,1,0,5159467,382.7,0.0535,96439229.6
r1612c888,2022,1,0,1,,,0.0535,
r1612c894,2022,1,1,0,11307589,831.3,0.0535,211358105.7
r1612c897,2022,1,1,0,5427229,443.8,0.0535,101444157.6
r1612c899,2022,1,1,0,26691703,2237.4,0.0535,498913409.7
r1612c903,2022,1,0,1,,,0.0535,
r1613c896,2022,2,2,0,10326466,806.2,0.0535,193019245.1
r1613c900,2022,1,1,0,132277560,7160.1,0.0535,2472492987.5
r1613c903,2022,2,1,1,4526114,499.5,0.0535,84600782.8
r1613c916,2022,1,1,0,5313660,421.1,0.0535,99321359.5
r1614c910,2022,1,0,0,,,0.0535,
r1615c877,2022,1,0,1,,,0.0535,
r1615c891,2022,1,0,0,,,0.0535,
r1615c892,2022,1,0,0,,,0.0535,
r1615c896,2022,1,1,0,9348685,951.4,0.0535,174742852.1
r1615c897,2022,1,0,0,,,0.0535,
r1615c898,2022,2,2,0,7546400,852.5,0.0535,141055074.5
r1615c901,2022,1,1,0,4985576,375.6,0.0535,93188910.5
r1615c902,2022,1,1,0,12541031,1259,0.0535,234413238.4
r1615c910,2022,1,1,0,87940382,5541.8,0.0535,1643755583.4000001
r1616c879,2022,1,1,0,54379528,3968.1,0.0535,1016446037
r1616c893,2022,2,1,0,7009176,499.6,0.0535,131013442.6
r1616c902,2022,2,1,1,25226025,2586.1,0.0535,471517390.5
r1616c904,2022,1,0,1,,,0.0535,
r1616c916,2022,1,1,0,6087041,474.3,0.0535,113777168.2
r1617c886,2022,1,1,0,4773245,334.1,0.0535,89220082.3
r1617c894,2022,1,1,0,3117030,227.5,0.0535,58262601.9
r1617c899,2022,1,1,0,4697509,325.9,0.0535,87804447.4
r1617c901,2022,1,0,0,,,0.0535,
r1617c902,2022,1,0,1,,,0.0535,
r1617c904,2022,1,0,1,,,0.0535,
r1617c916,2022,1,0,1,,,0.0535,
r1618c879,2022,1,1,0,9141089,992.1,0.0535,170862529.1
r1618c886,2022,1,1,0,6140003,808.7,0.0535,114767118.2
r1619c894,2022,1,0,0,,,0.0535,
r1619c909,2022,2,2,0,15798411,1100.6,0.0535,295299220.9
r1619c912,2022,1,1,0,9442869,805.9,0.0535,176503311.6
r1619c916,2022,1,0,0,,,0.0535,
r1620c890,2022,1,0,1,,,0.0535,
r1620c891,2022,2,2,0,14506761,1050.4,0.0535,271156081.5
r1620c898,2022,1,0,0,,,0.0535,
r1620c901,2022,1,1,0,145776441,12345.7,0.0535,2724810074.5
r1620c906,2022,1,1,0,16493042,1582.3,0.0535,308283057.9
r1620c907,2022,1,0,1,,,0.0535,
r1620c917,2022,1,0,1,,,0.0535,
r1621c889,2022,1,1,0,8198001,993.9,0.0535,153234607.5
r1621c892,2022,1,1,0,11131476,917.1,0.0535,208066253.6
r1621c893,2022,1,1,0,7984365,876.1,0.0535,149241386.6
r1621c895,2022,1,0,1,,,0.0535,
r1621c896,2022,1,1,0,12023708,821.9,0.0535,224743590
r1621c905,2022,1,0,1,,,0.0535,
r1621c906,2022,1,1,0,10358386,801.7,0.0535,193615884.3
r1622c898,2022,1,0,0,,,0.0535,
r1622c904,2022,1,1,0,10571148,734.4,0.0535,197592768.6
r1622c906,2022,1,1,0,11421280,865.2,0.0535,213483184.2
r1622c909,2022,1,1,0,6440355,657.2,0.0535,120381208.8
r1623c900,2022,1,0,0,,,0.0535,
r1623c903,2022,1,0,0,,,0.0535,
r1623c907,2022,1,1,0,3729512,264.1,0.0535,69710934.1
r1623c909,2022,1,1,0,84560377,6665.8,0.0535,1580577530.7
r1623c912,2022,1,1,0,17046971,1159.2,0.0535,318636934.8
r1623c913,2022,1,1,0,9419955,810.2,0.0535,176075009.9
r1624c891,2022,2,1,1,7295598,471.7,0.0535,136367157.8
r1624c912,2022,1,0,0,,,0.0535,
r1624c913,2022,1,1,0,8968944,671.2,0.0535,167644845.8
r1624c914,2022,1,1,0,7984996,609.4,0.0535,149253181.1
r1625c880,2022,1,0,1,,,0.0535,
r1625c882,2022,1,1,0,9501948,722.7,0.0535,177607598.7
r1625c889,2022,1,0,1,,,0.0535,
r1625c892,2022,1,0,0,,,0.0535,
r1625c894,2022,1,1,0,7071833,512.2,0.0535,132184608.6
r1625c896,2022,2,1,1,18405941,1765.7,0.0535,344038399.6
r1625c897,2022,1,0,1,,,0.0535,
r1625c903,2022,1,0,1,,,0.0535,
r1625c911,2022,1,0,0,,,0.0535,
r1626c876,2022,1,1,0,4939758,468.7,0.0535,92332494
r1626c888,2022,1,0,0,,,0.0535,
r1626c893,2022,1,0,0,,,0.0535,
r1626c896,2022,1,1,0,11831198,933.9,0.0535,221145250.1
r1626c897,2022,1,0,1,,,0.0535,
r1626c898,2022,1,0,0,,,0.0535,
r1626c901,2022,1,1,0,7054527,746.8,0.0535,131861130
r1626c907,2022,1,0,1,,,0.0535,
r1626c908,2022,1,0,0,,,0.0535,
r1627c875,2022,1,0,1,,,0.0535,
r1627c879,2022,1,1,0,4725699,320.4,0.0535,88331366.5
r1627c882,2022,1,1,0,1808230,145.4,0.0535,33798899.8
r1627c887,2022,1,0,1,,,0.0535,
r1627c889,2022,1,0,1,,,0.0535,
r1627c891,2022,1,0,0,,,0.0535,
r1627c894,2022,1,0,0,,,0.0535,
r1627c895,2022,1,0,1,,,0.0535,
r1627c896,2022,1,1,0,9225200,825.6,0.0535,172434707.1
r1627c901,2022,1,1,0,5075301,523.3,0.0535,94866023.6
r1627c902,2022,1,1,0,5660850,379.1,0.0535,105810932.2
r1627c906,2022,1,0,0,,,0.0535,
r1627c909,2022,1,0,0,,,0.0535,
r1628c873,2022,1,1,0,2221287,162.9,0.0535,41519638.9
r1628c875,2022,1,1,0,5064397,526.1,0.0535,94662209.3
r1628c878,2022,1,1,0,6971420,532.7,0.0535,130307718.6
r1628c883,2022,1,1,0,4339002,368.6,0.0535,81103340.7
r1628c890,2022,1,0,0,,,0.0535,
r1628c892,2022,1,0,0,,,0.0535,
r1628c895,2022,1,1,0,28691036,2622,0.0535,536284350.2
r1628c900,2022,1,1,0,5413222,345.2,0.0535,101182342.9
r1628c901,2022,1,1,0,6189621,506.1,0.0535,115694563.1
r1628c912,2022,1,0,0,,,0.0535,
r1628c913,2022,1,1,0,4298184,311.3,0.0535,80340382.7
r1628c914,2022,1,0,0,,,0.0535,
r1629c873,2022,1,1,0,7405975,701,0.0535,138430292
r1629c877,2022,1,0,0,,,0.0535,
r1629c884,2022,1,0,1,,,0.0535,
r1629c885,2022,1,1,0,17417384,1319.1,0.0535,325560584.9
r1629c888,2022,1,1,0,6703691,509.9,0.0535,125303407.4
r1629c896,2022,1,1,0,4646760,301.5,0.0535,86855862.1
r1629c901,2022,2,1,1,2145714,140.3,0.0535,40107050.8
r1629c904,2022,1,0,0,,,0.0535,
r1629c907,2022,1,0,0,,,0.0535,
r1629c911,2022,1,0,1,,,0.0535,
r1630c883,2022,1,1,0,4124393,342.6,0.0535,77091932.8
r1630c885,2022,1,1,0,19852554,1431.4,0.0535,371078061.5
r1630c888,2022,1,1,0,7392236,592.6,0.0535,138173486.7
r1630c891,2022,2,1,1,5995908,438.9,0.0535,112073737.1
r1630c892,2022,1,1,0,4801833,440.2,0.0535,89754440.7
r1630c893,2022,2,0,2,,,0.0535,
r1630c898,2022,1,0,1,,,0.0535,
r1630c899,2022,1,1,0,5967001,424.2,0.0535,111533416
r1630c901,2022,1,0,1,,,0.0535,
r1630c906,2022,1,0,1,,,0.0535,
r1631c875,2022,2,0,2,,,0.0535,
r1631c876,2022,1,0,1,,,0.0535,
r1631c879,2022,1,1,0,9244480,895.6,0.0535,172795083.1
r1631c880,2022,1,1,0,11635832,1454.5,0.0535,217493526.7
r1631c887,2022,1,0,0,,,0.0535,
r1631c892,2022,1,0,0,,,0.0535,
r1631c893,2022,1,1,0,7111891,553.9,0.0535,132933360.9
r1631c896,2022,1,0,1,,,0.0535,
r1631c902,2022,2,0,1,,,0.0535,
r1631c903,2022,2,2,0,11973098,934.7,0.0535,223797602.9
r1631c904,2022,1,0,1,,,0.0535,
r1631c911,2022,1,1,0,10958060,727.1,0.0535,204824813.1
r1632c873,2022,1,0,1,,,0.0535,
r1632c874,2022,2,2,0,18397264,1940.7,0.0535,343876211.7
r1632c877,2022,1,0,1,,,0.0535,
r1632c884,2022,1,1,0,4939919,421.7,0.0535,92335503.4
r1632c891,2022,2,1,1,9835540,987.1,0.0535,183843001.6
r1632c895,2022,1,1,0,3687435,337.7,0.0535,68924443.3
r1632c896,2022,1,1,0,4792098,370.4,0.0535,89572477
r1632c903,2022,1,0,1,,,0.0535,
r1632c905,2022,1,0,1,,,0.0535,
r1632c906,2022,1,0,1,,,0.0535,
r1632c907,2022,1,0,1,,,0.0535,
r1632c912,2022,2,1,1,5542576,416.9,0.0535,103600189.6
r1633c886,2022,2,1,0,3161006,316.6,0.0535,59084588.3
r1633c892,2022,1,0,0,,,0.0535,
r1633c900,2022,1,1,0,4037678,288.2,0.0535,75471081.7
r1633c901,2022,1,0,1,,,0.0535,
r1633c904,2022,1,0,0,,,0.0535,
r1633c906,2022,1,0,1,,,0.0535,
r1633c907,2022,2,2,0,25088928,2218.6,0.0535,468954814
r1633c909,2022,1,0,1,,,0.0535,
r1633c910,2022,2,2,0,19819298,1498.5,0.0535,370456450.2
r1633c911,2022,6,1,5,6772561,613.9,0.0535,126590705
r1634c877,2022,1,0,0,,,0.0535,
r1634c880,2022,1,1,0,9843283,955.3,0.0535,183987731.5
r1634c895,2022,1,0,1,,,0.0535,
r1634c898,2022,1,1,0,7046389,588.9,0.0535,131709016.9
r1634c902,2022,1,1,0,5830986,626.2,0.0535,108991063.9
r1634c907,2022,1,0,1,,,0.0535,
r1634c908,2022,1,1,0,5454052,452.4,0.0535,101945525.2
r1634c911,2022,6,6,0,113112666,7495.9,0.0535,2114268463.0999999
r1635c876,2022,1,1,0,7612405,667.1,0.0535,142288820.4
r1635c877,2022,1,1,0,6828303,569.5,0.0535,127632618
r1635c883,2022,1,1,0,13360924,1081.7,0.0535,249738435.6
r1635c888,2022,1,1,0,7489917,524.5,0.0535,139999311
r1635c889,2022,1,0,1,,,0.0535,
r1635c890,2022,1,0,0,,,0.0535,
r1635c891,2022,1,0,0,,,0.0535,
r1635c893,2022,1,0,0,,,0.0535,
r1635c894,2022,1,0,1,,,0.0535,
r1635c895,2022,1,0,1,,,0.0535,
r1635c896,2022,1,0,1,,,0.0535,
r1635c900,2022,1,1,0,5311426,404.8,0.0535,99279602.2
r1635c902,2022,1,1,0,9244333,652.3,0.0535,172792335.4
r1635c906,2022,3,1,2,5632746,415.5,0.0535,105285620.5
r1635c907,2022,7,5,2,48505665,3862.4,0.0535,906653528.9
r1635c909,2022,5,4,1,43897622,3003.9,0.0535,820521353.5
r1635c910,2022,5,3,2,34570295,2271.5,0.0535,646177718.8
r1636c873,2022,3,3,0,19141731,1719.9,0.0535,357791568.5
r1636c883,2022,2,2,0,148744592,10271.7,0.0535,2780289874.1999998
r1636c892,2022,1,1,0,5804829,506.7,0.0535,108502145
r1636c893,2022,1,1,0,8635775,728.5,0.0535,161417349.5
r1636c894,2022,1,0,1,,,0.0535,
r1636c895,2022,2,0,2,,,0.0535,
r1636c896,2022,2,2,0,27005216,1985.3,0.0535,504773501.9
r1636c897,2022,1,1,0,2311244,252.1,0.0535,43201088.5
r1636c901,2022,1,1,0,8167794,570.6,0.0535,152669987.2
r1636c904,2022,1,0,0,,,0.0535,
r1636c906,2022,1,0,0,,,0.0535,
r1636c908,2022,2,1,1,8936381,658.6,0.0535,167036187.8
r1636c909,2022,9,3,6,26743876,1598.4,0.0535,499888612
r1637c860,2022,1,0,0,,,0.0535,
r1637c881,2022,1,0,1,,,0.0535,
r1637c888,2022,1,0,0,,,0.0535,
r1637c891,2022,1,1,0,880745,114.1,0.0535,16462624.8
r1637c892,2022,1,0,1,,,0.0535,
r1637c894,2022,1,0,0,,,0.0535,
r1637c895,2022,1,0,0,,,0.0535,
r1637c902,2022,1,1,0,5082332,375.4,0.0535,94997445
r1637c905,2022,1,1,0,,,0.0535,
r1637c906,2022,1,0,1,,,0.0535,
r1637c908,2022,4,1,3,13945976,814,0.0535,260674054.3
r1637c909,2022,2,2,0,40622469,2663.9,0.0535,759303163.3
r1638c876,2022,1,1,0,4963192,470.6,0.0535,92770515.4
r1638c880,2022,1,1,0,10001888,917.8,0.0535,186952329.2
r1638c882,2022,1,1,0,10582888,916.3,0.0535,197812209.2
r1638c887,2022,1,0,0,,,0.0535,
r1638c888,2022,1,0,0,,,0.0535,
r1638c889,2022,1,1,0,4220091,484.6,0.0535,78880691.5
r1638c891,2022,1,1,0,10613350,817.1,0.0535,198381595.9
r1638c894,2022,4,2,1,33792895,2429.9,0.0535,631646788.1
r1638c901,2022,1,0,0,,,0.0535,
r1639c865,2022,1,1,0,6614018,448.3,0.0535,123627266.2
r1639c877,2022,1,1,0,20433714,1411.3,0.0535,381940932.2
r1639c883,2022,2,1,0,8232253,609.6,0.0535,153874835.7
r1639c885,2022,1,0,0,,,0.0535,
r1639c892,2022,3,3,0,15215295,1315.1,0.0535,284399789.3
r1639c893,2022,2,1,1,6547212,556.2,0.0535,122378548.2
r1639c895,2022,5,4,1,105896560,8301.7,0.0535,1979387146.2
r1639c898,2022,2,2,0,81419737,5031.6,0.0535,1521873617.7
r1639c901,2022,1,1,0,2436741,213.7,0.0535,45546841.3
r1639c902,2022,1,0,0,,,0.0535,
r1639c903,2022,3,2,1,10324140,708.9,0.0535,192975768.2
r1639c904,2022,2,1,1,,,0.0535,
r1639c905,2022,1,1,0,27396970,1815.4,0.0535,512096051.7
r1640c876,2022,1,1,0,5219976,493.8,0.0535,97570245.9
r1640c884,2022,1,1,0,8676948,620.4,0.0535,162186943
r1640c887,2022,2,1,0,23134392,1741.5,0.0535,432421205.8
r1640c888,2022,1,0,0,,,0.0535,
r1640c891,2022,1,0,0,,,0.0535,
r1640c893,2022,2,1,1,5506816,603.2,0.0535,102931774.2
r1640c895,2022,1,1,0,25029890,2034.6,0.0535,467851293.2
r1640c898,2022,3,1,2,3535850,234,0.0535,66091061.3
r1640c899,2022,3,2,1,13749699,977.3,0.0535,257005302.8
r1640c901,2022,3,3,0,21141046,1677.6,0.0535,395162172.5
r1640c902,2022,2,1,0,5080212,430.6,0.0535,94957818.6
r1640c904,2022,2,2,0,28655741,2302.9,0.0535,535624626.5
r1640c905,2022,2,1,0,,,0.0535,
r1641c860,2022,1,1,0,5019083,394.7,0.0535,93815213.4
r1641c880,2022,1,1,0,5213056,410.1,0.0535,97440899.3
r1641c890,2022,1,0,0,,,0.0535,
r1641c892,2022,1,1,0,7490277,527.1,0.0535,140006040
r1641c897,2022,1,0,0,,,0.0535,
r1641c898,2022,2,1,1,3029460,249.3,0.0535,56625769.4
r1641c899,2022,1,1,0,,,0.0535,
r1641c900,2022,2,0,1,,,0.0535,
r1641c901,2022,2,2,0,21309131,1929.3,0.0535,398303967.6
r1641c902,2022,6,6,0,114695276,9644.2,0.0535,2143850140.5999999
r1641c903,2022,5,4,1,119904243,10466.9,0.0535,2241214609.5999999
r1641c904,2022,4,4,0,52488494,4043.4,0.0535,981099389.3
r1642c865,2022,1,1,0,24000971,2047.2,0.0535,448619043.9
r1642c875,2022,1,1,0,7202826,577.2,0.0535,134633091
r1642c878,2022,1,1,0,7178389,639.9,0.0535,134176321.9
r1642c880,2022,1,1,0,8987846,788.4,0.0535,167998156.4
r1642c899,2022,1,0,1,,,0.0535,
r1642c902,2022,5,5,0,1472523502,138855.5,0.0535,27523973322.7000008
r1642c903,2022,6,6,0,89367751,8094.4,0.0535,1670435542.2
r1642c904,2022,4,4,0,59725751,4273.7,0.0535,1116376054.4000001
r1642c905,2022,3,3,0,28489686,2147,0.0535,532520775.6
r1643c876,2022,1,0,0,,,0.0535,
r1643c879,2022,1,1,0,8524398,762.4,0.0535,159335523.6
r1643c883,2022,1,0,0,,,0.0535,
r1643c887,2022,1,0,0,,,0.0535,
r1643c895,2022,1,0,0,,,0.0535,
r1643c897,2022,3,1,1,,,0.0535,
r1643c901,2022,2,2,0,220741959,20745.6,0.0535,4126043341.5999999
r1643c902,2022,9,9,0,271081523,21596.1,0.0535,5066975567.6000004
r1643c903,2022,1,1,0,9127250,680.3,0.0535,170603854.7
r1643c904,2022,1,1,0,3419231,205.6,0.0535,63911253.5
r1643c905,2022,2,1,1,62773427,6290.6,0.0535,1173342311.9000001
r1644c863,2022,1,1,0,4958959,428.7,0.0535,92691393.4
r1644c867,2022,1,1,0,9455169,1053.7,0.0535,176733219.5
r1644c869,2022,1,0,1,,,0.0535,
r1644c876,2022,1,1,0,12456531,1348.3,0.0535,232833789.4
r1644c879,2022,2,2,0,19723153,1909.1,0.0535,368659336.4
r1644c884,2022,1,1,0,16806991,1367.4,0.0535,314151299.7
r1644c885,2022,1,0,1,,,0.0535,
r1644c888,2022,1,1,0,4748941,376.4,0.0535,88765799.1
r1644c893,2022,1,0,1,,,0.0535,
r1644c894,2022,1,0,1,,,0.0535,
r1644c896,2022,1,1,0,,,0.0535,
r1644c897,2022,3,1,0,6532943,401.4,0.0535,122111836.3
r1644c898,2022,2,2,0,6374329,536,0.0535,119147070.4
r1644c899,2022,1,0,1,,,0.0535,
r1644c901,2022,1,1,0,13109380,979.4,0.0535,245036649.6
r1644c902,2022,5,5,0,236998980,18985.7,0.0535,4429914764.8000002
r1644c903,2022,3,3,0,50511183,3973.3,0.0535,944140077.6
r1644c904,2022,4,4,0,80675619,4900.9,0.0535,1507964784.4000001
r1644c905,2022,2,2,0,21832645,1834.8,0.0535,408089336.3
r1644c906,2022,12,7,5,112044624,7447.9,0.0535,2094304938.3
r1645c869,2022,1,1,0,8934797,757.3,0.0535,167006580.2
r1645c876,2022,2,1,1,,,0.0535,
r1645c880,2022,1,1,0,11456432,988.9,0.0535,214140235
r1645c883,2022,1,1,0,16038811,1327,0.0535,299792706.5
r1645c888,2022,1,0,0,,,0.0535,
r1645c889,2022,1,0,0,,,0.0535,
r1645c893,2022,1,0,0,,,0.0535,
r1645c896,2022,1,0,1,,,0.0535,
r1645c898,2022,2,1,0,,,0.0535,
r1645c901,2022,2,1,0,,,0.0535,
r1645c902,2022,2,2,0,26327444,2011,0.0535,492104788.4
r1645c903,2022,2,1,1,6509775,354.4,0.0535,121678786.9
r1645c904,2022,2,1,1,12545706,991.1,0.0535,234500622.1
r1645c905,2022,8,4,4,31246059,2440.6,0.0535,584042083.7
r1645c906,2022,2,2,0,39796684,2947.7,0.0535,743867834.5
r1646c876,2022,1,0,1,,,0.0535,
r1646c877,2022,2,2,0,34059385,3642.9,0.0535,636627940.3
r1646c879,2022,1,1,0,8191005,801.7,0.0535,153103840.3
r1646c880,2022,1,1,0,7392690,745.4,0.0535,138181972.7
r1646c881,2022,1,0,1,,,0.0535,
r1646c884,2022,1,1,0,6560106,589.4,0.0535,122619559.1
r1646c892,2022,1,0,0,,,0.0535,
r1646c896,2022,1,0,0,,,0.0535,
r1646c897,2022,2,1,1,14817841,1210.4,0.0535,276970696.8
r1646c899,2022,2,2,0,18539661,1179.1,0.0535,346537854.3
r1646c900,2022,1,1,0,29242935,2192,0.0535,546600282.9
r1646c901,2022,3,3,0,11019783,893.9,0.0535,205978521.2
r1646c902,2022,3,3,0,24124184,1792.9,0.0535,450922104.8
r1646c903,2022,2,1,1,3887341,235.9,0.0535,72661027
r1646c904,2022,9,7,2,37588634,3246.8,0.0535,702595617.7
r1646c905,2022,7,6,1,94042631,7796.4,0.0535,1757817015
r1646c906,2022,3,3,0,39075433,3115.4,0.0535,730386424.4
r1647c872,2022,1,0,1,,,0.0535,
r1647c876,2022,1,1,0,11908718,821.9,0.0535,222594231
r1647c880,2022,1,1,0,8392214,803.8,0.0535,156864779.4
r1647c887,2022,1,1,0,14014061,944.7,0.0535,261946679
r1647c889,2022,1,0,0,,,0.0535,
r1647c897,2022,3,2,0,6553820,483,0.0535,122502063
r1647c898,2022,1,0,1,,,0.0535,
r1647c899,2022,2,2,0,106432757,8782,0.0535,1989409581.8
r1647c900,2022,2,2,0,14668630,1064.3,0.0535,274181689
r1647c901,2022,4,1,2,7609970,509.6,0.0535,142243306.1
r1647c902,2022,4,3,1,14975193,938,0.0535,279911873.8
r1647c903,2022,3,1,2,5942274,392,0.0535,111071226.3
r1647c904,2022,3,3,0,58155883,4789.3,0.0535,1087032546.5999999
r1647c905,2022,15,13,2,131626793,9004.2,0.0535,2460329043.4000001
r1647c906,2022,1,1,0,140296686,9858,0.0535,2622384116.4000001
r1648c871,2022,1,1,0,3762770,381.2,0.0535,70332582.8
r1648c872,2022,1,0,0,,,0.0535,
r1648c875,2022,1,1,0,14542929,1444.7,0.0535,271832123.1
r1648c880,2022,1,1,0,14387606,1445.1,0.0535,268928871.5
r1648c881,2022,1,0,1,,,0.0535,
r1648c882,2022,2,1,1,4095552,477.7,0.0535,76552845.4
r1648c884,2022,1,1,0,6523957,606.7,0.0535,121943872.7
r1648c885,2022,2,2,0,20527719,1700.2,0.0535,383698045.8
r1648c886,2022,1,1,0,19594275,1833.9,0.0535,366250386.9
r1648c887,2022,1,1,0,8348157,650,0.0535,156041279
r1648c889,2022,2,1,1,5767419,553.2,0.0535,107802888.4
r1648c890,2022,1,1,0,5307007,427.9,0.0535,99197003.6
r1648c894,2022,1,0,0,,,0.0535,
r1648c898,2022,1,0,1,,,0.0535,
r1648c899,2022,1,1,0,,,0.0535,
r1648c901,2022,3,1,2,9311906,723.1,0.0535,174055389.9
r1648c902,2022,2,1,1,4315879,439.4,0.0535,80671132.4
r1648c904,2022,2,2,0,63890183,4605.8,0.0535,1194216384.4000001
r1648c905,2022,3,1,2,79805361,4917.6,0.0535,1491698179.5
r1649c872,2022,1,1,0,8766630,694.8,0.0535,163863252.4
r1649c880,2022,1,1,0,7377820,698.1,0.0535,137904027.1
r1649c885,2022,1,1,0,9383153,778.6,0.0535,175387117.8
r1649c886,2022,3,0,1,,,0.0535,
r1649c887,2022,1,1,0,4625213,413.2,0.0535,86453112
r1649c888,2022,1,1,0,6399424,434.8,0.0535,119616138.7
r1649c889,2022,1,1,0,4132192,323.3,0.0535,77237709.4
r1649c892,2022,1,1,0,17228977,1753,0.0535,322038937
r1649c896,2022,3,1,1,9128324,688.5,0.0535,170623929.5
r1649c897,2022,2,1,1,9461187,1116.6,0.0535,176845706.2
r1649c899,2022,1,1,0,4217376,462.6,0.0535,78829943.5
r1649c900,2022,1,1,0,15258860,1607.6,0.0535,285214093.4
r1649c901,2022,5,2,3,21986434,1946.5,0.0535,410963914.7
r1649c902,2022,5,5,0,36858318,2493.2,0.0535,688944767.2
r1649c903,2022,4,3,1,26671123,1931.4,0.0535,498528734.5
r1650c877,2022,2,2,0,30575000,2962.9,0.0535,571498847.5
r1650c882,2022,1,1,0,11453970,756.4,0.0535,214094216
r1650c893,2022,1,0,0,,,0.0535,
r1650c901,2022,5,3,2,15647820,1128.2,0.0535,292484418.5
r1650c902,2022,3,2,0,4726235,377.4,0.0535,88341385.3
r1651c876,2022,1,1,0,9352948,1041.6,0.0535,174822534.8
r1651c883,2022,1,0,0,,,0.0535,
r1651c890,2022,1,0,1,,,0.0535,
r1651c895,2022,2,1,0,19162102,1342.9,0.0535,358172337.2
r1651c897,2022,1,1,0,6684103,505.3,0.0535,124937274.3
r1651c900,2022,4,3,0,35113036,2723.3,0.0535,656322472.8
r1651c901,2022,2,1,1,6632647,416.6,0.0535,123975474
r1652c883,2022,1,1,0,17714815,1476.4,0.0535,331120077.1
r1652c897,2022,1,1,0,4771661,384.9,0.0535,89190474.6
r1652c898,2022,2,2,0,4542985,310.5,0.0535,84916130.6
r1652c899,2022,4,1,3,6896626,473.5,0.0535,128909691.3
r1652c900,2022,1,0,0,,,0.0535,
r1652c902,2022,4,3,1,16345002,1062.6,0.0535,305515938
r1652c903,2022,1,1,0,11005868,743.2,0.0535,205718426.1
r1653c881,2022,1,1,0,13862631,1034.2,0.0535,259116194.3
r1653c883,2022,1,0,0,,,0.0535,
r1653c885,2022,1,1,0,10670848,826.4,0.0535,199456331.4
r1653c888,2022,1,0,1,,,0.0535,
r1653c896,2022,1,0,1,,,0.0535,
r1653c898,2022,2,2,0,8841664,647.8,0.0535,165265765.7
r1653c899,2022,1,0,1,,,0.0535,
r1653c900,2022,1,0,1,,,0.0535,
r1653c901,2022,3,1,2,14020284,906.7,0.0535,262062997.5
r1654c879,2022,1,1,0,6924316,652.1,0.0535,129427264.6
r1654c896,2022,1,1,0,40224884,2991.3,0.0535,751871622.2
r1654c897,2022,3,2,1,4361399,323.6,0.0535,81521978.8
r1654c898,2022,2,0,0,,,0.0535,
r1654c899,2022,2,0,2,,,0.0535,
r1654c900,2022,2,2,0,22190031,1868.3,0.0535,414769489.5
r1654c901,2022,3,3,0,18682147,1727,0.0535,349201160.4
r1654c902,2022,1,1,0,31600316,1872.6,0.0535,590663750.6
r1655c883,2022,1,1,0,4645361,386.9,0.0535,86829712.4
r1655c884,2022,1,0,1,,,0.0535,
r1655c887,2022,1,0,0,,,0.0535,
r1655c888,2022,1,0,0,,,0.0535,
r1655c889,2022,1,0,1,,,0.0535,
r1655c895,2022,2,1,0,8409865,1005.7,0.0535,157194706.6
r1655c896,2022,2,2,0,10309011,772,0.0535,192692981.4
r1655c897,2022,2,1,1,,,0.0535,
r1655c898,2022,1,1,0,8368735,643.4,0.0535,156425916.9
r1655c900,2022,2,2,0,9867282,710.2,0.0535,184436313.7
r1656c883,2022,1,0,1,,,0.0535,
r1656c885,2022,1,0,0,,,0.0535,
